"type","positie","resumptiepatroon","subj_sub","subj_main","verb_sub","verb_main","vframe_main","vframe_sub","tense_sub","tense_main","function","middenveld_1","ben_sub","word_sub","heb_sub","kan_sub","mag_sub","moet_sub","wil_sub","ga_sub","zal_sub","blijf_sub","kom_sub","laat_sub","word_main","kan_main","zal_main","ben_main","heb_main","ga_main","wil_main","blijf_main","moet_main","mag_main","_main","kom_main","hoef_main","laat_main","zin","remarks"
"v1-lex","P1","NI","de stad","het verkeer","ben","beweeg","transitive","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was de stad vroeger n grote file , nu beweegt het verkeer er langzaam door",
"v1-lex","P1","NI","de titel van deken","het","ben","word","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was de titel van deken tot voor kort nog van weinig betekenis , nu was het een belangrijke functie geworden",
"v1-lex","P1","NI","de titel","het meer","ben","ben","transitive","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was de titel vroeger een adellijke , sinds de regering van koningin Wilhelmina is het meer een vorstelijke titel",
"v1-lex","P1","NI","de trap","de trap","ben","neem_in","transitive","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was de trap voorheen vaak namelijk nog een weggestopte spil- of bordestrap , vanaf de zestiende eeuw nam de trap meer en meer een prominente plaats in het interieur in",
"v1-lex","P1","NI","de Tyrannosaurus","deze","ben","versla","ninv(np_pc_pp(tot)_part_np_pc_pp(om_tot))","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was de Tyrannosaurus nog de heersende predator in de eerste twee delen , in deel drie wordt deze verslagen door de Spinosaurus die zijn plaats inneemt",
"v1-lex","P1","NI","de uitreiking in het begin","de prijzen","ben","verwerf","ninv(transitive_part_transitive(op))","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Was de uitreiking in het begin nog voornamelijk een Franse aangelegenheid , inmiddels hebben de prijzen ook internationaal het nodige aanzien verworven",
"v1-lex","P1","NI","de voorlichtende doelstelling die nog uit de titel van het blad bleek","aan kopij te komen","ben","blijf","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was de voorlichtende doelstelling die nog uit de titel van het blad bleek , inmiddels verwisseld voor een van beschouwing , het bleef moeilijk aan kopij te komen",
"v1-lex","P1","NI","de vroegere MSI","de huidige AN","ben","ben","part_intransitive(toe)","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was de vroegere MSI soms uitgesproken antikapitalistisch , de huidige AN is voorstander van de vrije markteconomie en privatisering",
"v1-lex","P1","NI","een belangrijke schakel in het noord-zuidverkeer","de Oude Rijksweg","ben","ben","np_pc_pp(tot)","intransitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was de weg in de decennia na de Tweede Wereldoorlog een belangrijke schakel in het noord-zuidverkeer tussen Utrecht en 's-Hertogenbosch , vanaf de jaren zeventig tot 2009 is de Oude Rijksweg stapsgewijs gedegradeerd tot een regionale/lokale verbindingsweg tussen het zuiden van de Bommelerwaard en 's-Hertogenbosch",
"v1-lex","P1","NI","deze streek in het noordwesten van Engeland","de katoenindustrie","ben","breng","ninv(ld_pp_part_ld_pp(door))","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was deze streek in het noordwesten van Engeland vr 1770 vooral een duister moeras , daarna bracht de katoenindustrie er ontwikkeling en welvaart",
"v1-lex","P1","NI","dit","dit","ben","word","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was dit aanvankelijk een oproep aan lokale heren , later werd dit ook een oproep aan christelijke staten om onderling geweld te stoppen",
"v1-lex","P1","NI","dit","de organisatie","ben","werf","pc_pp(aan)","ld_pp","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Was dit in het begin uit de voorraden van de overheid , later is de organisatie ook actief goederen gaan werven bij commercile bedrijven",
"v1-lex","P1","NI","dit van 1962","een echt thema (  Kind en de dierenwereld","ben","kies","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was dit van 1962 tot 1964 nog de titel van het Kinderboekenweek-boek , in 1965 werd er een echt thema ( "" Kind en de dierenwereld "" ) gekozen",
"v1-lex","P1","NI","dit","het","ben","kom","part_intransitive(voor)","intransitive","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was dit voor het grote publiek en zelfs voor paleontologen wier theorien het voorspeld hadden al opzienbarend , voor de BAND kwam het als een regelrechte schok",
"v1-lex","P1","NI","dit","het","ben","ben","pp_vp_subj(tot)","intransitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was dit vroeger een plaats ter vermaak van de hoge kringen aan het hof , tegenwoordig is het een druk bezochte plek waar concerten plaatsvinden",
"v1-lex","P1","NI","Dozys","De Goeje","ben","lever","part_refl_pc_pp(stuk_op)","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was Dozy's werk meer geschiedkundig van aard , De Goeje leverde op het taalkundige vlak weer belangrijk werk",
"v1-lex","P1","NI","een grafische bibliotheek eerst iets waarin bijvoorbeeld code te vinden was om een ingekleurde driehoek op het scherm te tekenen ( in plaats van deze zelf helemaal op te hoeven bouwen","modernere grafische bibliotheken","ben","besta","pc_pp(voor)","intransitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was een grafische bibliotheek eerst iets waarin bijvoorbeeld code te vinden was om een ingekleurde driehoek op het scherm te tekenen ( in plaats van deze zelf helemaal op te hoeven bouwen ) , modernere grafische bibliotheken bestaan uit complexe stukken code die hele knoppen , dialogen en vensters op het scherm kunnen produceren met een hele rits opties erbij ter configuratie van het geproduceerde object",
"v1-lex","P1","NI","een vergadering van de Tweede Kamer in 1814","zij","ben","word","pc_pp(voor)","intransitive","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was een vergadering van de Tweede Kamer in 1814 aanvankelijk besloten , in de grondwet van 1815 werd zij onder druk van de Belgen openbaar",
"v1-lex","P1","NI","om Saddam Hoessein en het Baath-regime te beschermen","de Garde","ben","vorm","ld_pp","copula_vp","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was eerst het hoofddoel om Saddam Hoessein en het Baath-regime te beschermen , nu vormt de Garde het meest offensieve deel van het Iraakse leger",
"v1-lex","P1","NI","Egypte","het","ben","word","copula","copula","verl","verl","contrastief","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was Egypte vr 1979 afhankelijk geweest van de rijke Arabische olielanden , het werd nu de beschermeling van het Westen",
"v1-lex","P1","NI","sprake","de wil","ben","vorm","transitive","copula","verl","tgw","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was er bij eigenlijke dwaling sprake van een gebrekkige gevormde wil , bij oneigenlijke dwaling is de wil op zichzelf goed gevormd",
"v1-lex","P1","NI","een steenoven","de vestiging van een glashut in de nabijheid van de Vurense korenmolen door leden van de familie Pelgrim  die ook in Leerdam glashutten bezaten","ben","volg","transitive","intransitive","verl","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was er eind zeventiende eeuw door de Utrechtse steenbakkersfamilie Pothuysen een steenoven opgericht op de Hondswaard , een eeuw later volgde de vestiging van een glashut in de nabijheid van de Vurense korenmolen door leden van de familie Pelgrim , die ook in Leerdam glashutten bezaten",
"v1-lex","P1","NI","Fuerteventura","de akkers","ben","lig","copula","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was Fuerteventura "" de graanschuur "" van de Canarische Eilanden , tegenwoordig liggen de akkers verlaten en verwaarloosd in het landschap",
"v1-lex","P1","NI","het adelrecht","deze","ben","leg_vast","ninv(transitive_part_transitive(toe))","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was het adelrecht voorheen alleen een traditioneel gewoonterecht , sinds 1 augustus 1994 is deze ook in de Nederlandse wet vastgelegd door middel van de  Wet op de Adeldom",
"v1-lex","P1","NI","het","het","ben","ben","pc_pp(tegen)","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het bij de scheitholt een ritmische beweging van de rechterhand met een plectrum en links een stokje , nu is het een spel waarbij de linkerhand en de rechterhand samen de melodie maken",
"v1-lex","P1","NI","een sober omgracht gebouw","het","ben","krijg","transitive","intransitive","verl","verl","contrastief","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het eerst een sober omgracht gebouw zonder verdiepingen geweest , nu kreeg het zijn kasteelachtige uiterlijk omdat er hoektorens , stallen en dienstwoningen werden gebouwd",
"v1-lex","P1","NI","het fregat van oorsprong","het meer","ben","word","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het fregat van oorsprong een scheepstype bij de marine , later ( 19e eeuw ) werd het meer de benaming voor de tuigvorm",
"v1-lex","P1","NI","het gebruik","hij","ben","gebruik","pc_pp(tot)","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het gebruik thuis van de po tot halverwege de 20e eeuw nog gebruikelijk , tegenwoordig wordt hij slechts voornamelijk nog in verpleeg- en bejaardentehuizen gebruikt",
"v1-lex","P1","NI","het gepubliceerde lied","het","ben","zing","refl_ld_pp","ld_pp","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het gepubliceerde lied in het Nederlands , bij de installatie van de stadhouder werd het in het Italiaans gezongen",
"v1-lex","P1","NI","het","het evenement","ben","doop_om","nonp_copula","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was het in de beginjaren nog een Nederlands kampioenschap , sinds 2004 is het evenement omgedoopt tot niet-officieel wereldkampioenschap , ' het WK Living Statues",
"v1-lex","P1","NI","het","de leeftijdsgrens opgerekt van 7 jaar","ben","rek_op","copula","intransitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was het in de jaren 90 nog beperkt tot de categorie 10 tot 26 jaar , in 2006 is de leeftijdsgrens opgerekt van 7 jaar tot een maximum van 99 jaar",
"v1-lex","P1","NI","het","dat","ben","ben","fixed([vc(maak_pass_te_intransitive)_pc(met)]_no_passive)","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het kort na de Russische Revolutie een en al modernisme wat de klok sloeg , dat was vrij snel voorbij",
"v1-lex","P1","NI","het land rond Kleef","de invloed van het Duits","ben","neem_toe","intransitive","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het land rond Kleef voordien nog Nederlandstalig , na de Pruisische annexatie neemt de invloed van het Duits als officile taal sterk toe",
"v1-lex","P1","NI","het landschap tot dan toe","het","ben","promoveer","ninv(pc_pp(tot)_part_pc_pp(af_tot))","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het landschap tot dan toe ondergeschikt aan de - gewoonlijk Bijbelse - voorstelling op een schilderij , bij Patinir wordt het gepromoveerd tot hoofdonderwerp",
"v1-lex","P1","NI","het lezen van heiligenlevens","ze","behoud_voor","dring_door","pc_pp(tot)","ninv(np_pc_pp(aan)_part_np_pc_pp(voor_aan))","verl","verl","contrastief","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Was het lezen van heiligenlevens voorheen voorbehouden aan geestelijken , dankzij de nieuwe aanpak konden ze nu ook tot de gewone gelovigen doordringen",
"v1-lex","P1","NI","het lot van Weinberg","dat van Boenin","ben","ben","ninv(np_pc_pp(voor)_part_np_pc_pp(weg_voor))","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het lot van Weinberg niet al te vrolijk , dat van Boenin was haast ondraaglijk",
"v1-lex","P1","NI","het","een einde","kom","kom","pc_pp(tot)","intransitive","verl","verl","contrastief","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Was het onder het gezag van Karel alleen in 1554 in Antwerpen tot onlusten gekomen , onder zijn zoon zou een einde komen aan de opgebouwde eenheid",
"v1-lex","P1","NI","het onderwijs","hij","ben","word","np_pc_pp(in)","intransitive","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het onderwijs in het gebruik van de rekenliniaal aanvankelijk beperkt tot het technisch onderwijs , al gauw werd hij ook een rekenmiddel in het algemeen vormende middelbaar onderwijs",
"v1-lex","P1","NI","het","bebaarde mannenhoofden en meisjeshoofden","ben","kom_voor","transitive","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het ooit een Gorgo of medusahoofd , later kwamen ook bebaarde mannenhoofden en meisjeshoofden met of zonder korenaren waar ooit alleen de slangen van het Medusahoofd prijkten voor",
"v1-lex","P1","NI","dat een programmeur voor alles wat hij deed direct de hardware moest aansturen door middel van grote aantallen zeer simpele instructies","om ervoor te zorgen dat een programmeur in n enkele instructie een hele  complexe actie uit kan voeren ( het tekenen van een venster in een grafische interface in vol ornaat  het openen en gebruiken van een netwerkconnectie  etc.","ben","behoor","intransitive","copula_sbar","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het ooit zo dat een programmeur voor alles wat hij deed direct de hardware moest aansturen door middel van grote aantallen zeer simpele instructies op hardware niveau ( of dicht tegen dat niveau aan ) , tegenwoordig behoort het tot de voornaamste functie van ieder platform om ervoor te zorgen dat een programmeur in n enkele instructie een hele , complexe actie uit kan voeren ( het tekenen van een venster in een grafische interface in vol ornaat , het openen en gebruiken van een netwerkconnectie , etc.",
"v1-lex","P1","NI","het","ze","ben","loop_stuk","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het op de Europese kampioenschappen van 2006 in Gteborg nog haar landgenote Natallja Charaneka , die haar met zegge en schrijve n centimeter van het goud afhield ( 19,43 om 19,42 ) , in de jaren erna liep ze zich steevast stuk op de Nieuw-Zeelandse Valerie Vili , tegen wie geen kruit gewassen bleek",
"v1-lex","P1","NI","het oude verbond","het Nieuwtestamentische verbond","ben","geld","np_pc_pp(tot)","intransitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het oude verbond uit het Oude Testament nog beperkt tot het volk van Isral , het Nieuwtestamentische verbond geldt voor iedereen die gelooft dat Jezus Christus de Messias , de Verlosser is van de zonde , de duivel en de dood",
"v1-lex","P1","NI","het rouwbord","hun rijk geworden kinderen en kleinkinderen","ben","kies","intransitive","intransitive","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het rouwbord van de generatie die de republiek der Nederlanden had gesticht nog sober van vorm en beschildering , hun rijk geworden kinderen en kleinkinderen kozen voor steeds grotere en kostbaarder vormgegeven rouwborden",
"v1-lex","P1","NI","het systeem in eerste instantie","de autoriteit bij om de reservevereisten van banken en de margevereisten van aandelenrekeningen vast te stellen","ben","kom","meas","intransitive","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het systeem in eerste instantie bedoeld om de periodiek terugkerende bankencrises te stoppen , in de jaren dertig kwam daar de autoriteit bij om de reservevereisten van banken en de margevereisten van aandelenrekeningen vast te stellen",
"v1-lex","P1","NI","het veld","het","ben","ben","part_np_pc_pp(in_van)","intransitive","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het veld aan de Meerlaan in de zomer ideaal , in de winter was het een modderpoel waarop korfbal niet mogelijk was , zodat we dan gebruik moesten maken van de gemeentevelden aan de zuidelijke wandelweg",
"v1-lex","P1","NI","het verschil in de eerste wedstrijd","Les Bleus","ben","overklas","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het verschil in de eerste wedstrijd slechts vijf punten , nu werden "" Les Bleus "" duidelijk overklast met een score van 34-10",
"v1-lex","P1","NI","dat een man achter de kinderwagen liep","het","ben","accepteer","copula","copula_sbar","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was het voor de jaren zeventig ondenkbaar dat een man achter de kinderwagen liep , anno 2011 is het geaccepteerd als een vader intensief met zijn kinderen optrekt , of voor ze zorgt",
"v1-lex","P1","NI","het vrijeschoolonderwijs","een onderbouw ( klassen 1 t/m 8 ) en een bovenbouw ( klassen 9 t/m 12 )  sinds 2000","ben","word","copula","intransitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het vrijeschoolonderwijs oorspronkelijk verdeeld in een kleuterschool , een onderbouw ( klassen 1 t/m 8 ) en een bovenbouw ( klassen 9 t/m 12 ) , sinds 2000 wordt er gedifferentieerd in basisschool voor vier- tot en met twaalfjarigen ( een twee- of driejarige kleuterafdeling en een onderbouw van zes klassen ) , een middenbouw met een algemeen vormend karakter ( klassen 7 en 8 ) en een bovenbouw waarin - - naast een basisaanbod - - in zogenaamde profiellessen wordt gedifferentieerd naar examenniveau",
"v1-lex","P1","NI","het","het","ben","pas_toe","copula","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het vroeger naast stro en heideplaggen de goedkoopste dakbedekking , tegenwoordig wordt het vooral toegepast bij exclusieve huizen",
"v1-lex","P1","NI","het","het onoverdekt zitten","ben","ben","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was het vroeger nog gewoon onoverdekt staan , tegen het einde van het tijdperk Kaalheide was het onoverdekt zitten",
"v1-lex","P1","NI","het werk voor de Londense opvoering","de suite","ben","schrijf","transitive","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was het werk voor de Londense opvoering georkestreerd voor een kamerorkest , de suite is geschreven voor normaal symfonieorkest",
"v1-lex","P1","NI","het Zwart Front","het een","ben","ben","transitive","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Was het Zwart Front voorheen vaak relschopperig , vanaf 1937 wilde het een meer ' beschaafde ' partij zijn",
"v1-lex","P1","NI","hij","hij","ben","kom","copula","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was hij eerst een holocaustontkenner , hij kwam later tot de conclusie dat de massamoord in de crematoria van Auschwitz zowel technisch mogelijk geweest was als ook daadwerkelijk",
"v1-lex","P1","NI","hij","hij","ben","begeef","np_pc_pp(op)","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Was hij eind jaren negentig nog een echte trance-dj , begin 21e eeuw heeft hij zich begeven in de genres trance , house en techno",
"v1-lex","P1","NI","hij","hij","ben","val","ld_pp","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was hij in 1868 nog hopeloos verliefd op de Linzer slagersdochter Josefine Lang , 20 jaar later ( hij was toen 64 ) viel hij als een blok voor haar dochter Karoline",
"v1-lex","P1","NI","hij","hij","ben","word","ninv(transitive_part_transitive(mee))","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was hij in eerste instantie de stem op de achtergrond , later werd hij de karakteristieke verschijning met zijn sneeuwwitte haar en donkere bril",
"v1-lex","P1","NI","hij","hij","ben","krijg","als_pred_np","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was hij in Europa een sensatie van wie iedereen het fijne wilde weten , in eigen land kreeg hij na ' Stockholm ' te maken met racisme",
"v1-lex","P1","NI","hij","de relatie met de kring","ben","bekoel","intransitive","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was hij medestichter van "" Les XX "" , de relatie met de kring bekoelde onder meer omwille van zijn ontgoocheling omdat de Godecharleprijs 1884 werd toegekend aan zijn collega en rivaal/mede-vingtist Paul Dubois",
"v1-lex","P1","NI","ca. 15%","dit","ben","neem_af","copula","copula","verl","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was in 1999 nog ca. 15% werkzaam in de industrie , in 2004 was dit afgenomen tot ongeveer 12%",
"v1-lex","P1","NI","de invoering van een stadsbrede koopzondag in Den Haag","de invoering van een stadsbrede koopzondag in Amsterdam","ben","leid","pc_pp(uit)","copula","verl","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was in 2006 de invoering van een stadsbrede koopzondag in Den Haag een vrij geruisloze ontwikkeling , de invoering van een stadsbrede koopzondag in Amsterdam leidde tot verscheidene rechtszaken",
"v1-lex","P1","NI","de overwinning steeds naar Kenia gegaan in de persoon van Robert Kipkoech Cheruiyot ( nu vijfde","de hoogste eer","ben","leg_weg","np_ld_pp","intransitive","verl","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Was in de drie voorafgaande afleveringen de overwinning steeds naar Kenia gegaan in de persoon van Robert Kipkoech Cheruiyot ( nu vijfde ) , ditmaal was de hoogste eer weer eens weggelegd voor een Ethiopir",
"v1-lex","P1","NI","de neolithische revolutie ( de overgang van een cultuur van jager-verzamelaars met een nomadische leefwijze naar een cultuur van in nederzettingen wonende boeren  die landbouw en veeteelt bedreven en die konden pottenbakken","het","ben","duur","copula_sbar","copula","verl","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Was in de Lage Landen de neolithische revolutie ( de overgang van een cultuur van jager-verzamelaars met een nomadische leefwijze naar een cultuur van in nederzettingen wonende boeren , die landbouw en veeteelt bedreven en die konden pottenbakken ) al rond 5.500 v.Chr. begonnen , op de Britse Eilanden zou het nog tot ~3.700 v.Chr. duren alvorens het Neolithicum begon",
"v1-lex","P1","NI","sprake","het karakter van de onderneming","ben","verander","nonp_copula","pc_pp(van)","verl","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was in het begin sprake van harde discount , geleidelijk veranderde het karakter van de onderneming in dat van een full-service supermarkt",
"v1-lex","P1","NI","de natuur","ze","ben","schilder","transitive","copula","verl","tgw","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was in het begin vooral de natuur haar inspiratiebron , sinds 1995 schildert ze ook alledaagse dingen en fantasietaferelen",
"v1-lex","P1","NI","de zwaartekracht","die","verminder","ben","np_pc_pp(in)","transitive","verl","tgw","contrastief","adjunct",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was in het Onderdiep de zwaartekracht al verminderd , hier bij de Zeven Zusters is die bijna nihil",
"v1-lex","P1","NI","het Maleis","deze volkstaal","ben","word","fixed([[tot_stand]_acc]_norm_passive)","copula","verl","verl","contrastief","adjunct",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was in Indonesi het Maleis tot dusver vooral een lingua franca geweest , terwijl het Nederlands de taal van de maatschappelijke bovenlaag was , deze volkstaal werd nu een nationale taal in een van haar vormen : de Bahasa Indonesia",
"v1-lex","P1","NI","Johan de Mepsche","zijn verre nazaat  Rudolf de Mepsche","ben","maak","intransitive","copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was Johan de Mepsche al een gevreesde naam , zijn verre nazaat , Rudolf de Mepsche maakt de familienaam pas echt tot de meest gevreesde in de geschiedenis van Groningen",
"v1-lex","P1","NI","men","het bericht dat de Heusdense vestiging zou sluiten en de productie naar Hak zou worden overgebracht","ben","kom","transitive","copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Was men in 2003 nog optimistisch , in 2007 kwam reeds het bericht dat de Heusdense vestiging zou sluiten en de productie naar Hak zou worden overgebracht",
